XP_008198556.1	XP_018560752.1
XP_015833859.1	XP_018572005.1
XP_971282.1	XP_018572010.1
XP_008200363.1	XP_018572012.1
XP_974755.2	XP_018572013.2
XP_974018.1	XP_018572015.1
XP_969643.2	XP_018572018.1
XP_008196469.1	XP_018572019.1
XP_974376.1	XP_018572022.1
XP_970745.1	XP_018572024.1
XP_008191811.1	XP_018572027.1
XP_008195456.1	XP_018572028.1
NP_001103247.1	XP_018572029.1
XP_967921.2	XP_018572032.1
XP_970564.1	XP_018572033.1
XP_008192185.1	XP_018572035.1
XP_971356.1	XP_018572036.1
XP_971294.2	XP_018572038.1
XP_971757.2	XP_018572039.1
XP_974622.1	XP_018572041.1
XP_015840155.1	XP_018572042.1
XP_008191718.1	XP_018572044.1
XP_975038.1	XP_018572045.1
XP_975028.1	XP_018572047.1
XP_969806.1	XP_018572049.1
XP_001814936.2	XP_018572050.1
XP_970012.2	XP_018572052.1
XP_015834397.1	XP_018572053.1
XP_969940.1	XP_018572054.1
XP_968085.1	XP_018572055.1
XP_967962.1	XP_018572057.1
XP_008201488.1	XP_018572059.1
XP_967802.1	XP_018572061.1
XP_008191854.1	XP_018572063.1
XP_008192784.1	XP_018572065.1
XP_008201413.1	XP_018572066.1
XP_008197247.1	XP_018572069.1
XP_971592.1	XP_018572072.1
XP_971537.1	XP_018572073.1
XP_970985.1	XP_018572074.1
XP_008197344.1	XP_018572075.1
XP_971819.1	XP_018572076.1
XP_008197355.1	XP_018572077.1
XP_972667.1	XP_018572080.1
XP_008199377.1	XP_018572082.1
XP_968946.1	XP_018572083.1
XP_008196375.1	XP_018572087.1
XP_966846.2	XP_018572088.1
XP_008190672.1	XP_018572089.1
XP_015837473.1	XP_018572090.1
XP_008201585.1	XP_018572096.2
XP_975277.1	XP_018572097.1
XP_008201590.1	XP_018572098.1
XP_974605.1	XP_018572099.1
XP_008201591.1	XP_018572100.1
XP_967417.1	XP_018572102.1
XP_968009.1	XP_018572109.1
XP_975490.1	XP_018572110.1
XP_969878.1	XP_018572111.1
XP_967285.3	XP_018572112.1
XP_967539.1	XP_018572115.1
XP_008190315.2	XP_018572117.1
XP_008199225.1	XP_018572120.1
XP_008200192.1	XP_018572125.1
XP_969613.1	XP_018572126.1
XP_968083.1	XP_018572127.1
XP_008199224.1	XP_018572129.1
XP_967931.1	XP_018572130.1
XP_971115.1	XP_018572131.1
XP_008192643.1	XP_018572132.1
XP_969953.1	XP_018572136.1
XP_015834184.1	XP_018572137.1
XP_008191150.1	XP_018572139.1
XP_008191151.1	XP_018572140.1
XP_008192716.1	XP_018572143.1
XP_972928.1	XP_018572147.1
XP_972385.1	XP_018572148.1
XP_015836965.1	XP_018572149.1
XP_972341.1	XP_018572154.1
XP_008194696.2	XP_018572156.1
XP_001814545.1	XP_018572157.1
XP_015836242.1	XP_018572158.1
XP_971155.1	XP_018572159.1
XP_972630.1	XP_018572161.1
XP_975493.2	XP_018572162.1
XP_973667.2	XP_018572163.1
XP_015836456.1	XP_018572164.1
XP_008194839.1	XP_018572165.1
XP_972583.1	XP_018572166.1
XP_971218.1	XP_018572167.1
XP_972793.1	XP_018572168.1
XP_015836237.1	XP_018572171.1
XP_008194458.1	XP_018572172.1
XP_008194514.1	XP_018572173.1
XP_975439.1	XP_018572174.1
XP_973601.1	XP_018572175.1
XP_008195862.2	XP_018572181.1
XP_008198396.1	XP_018572183.1
XP_008192209.1	XP_018572186.1
XP_976104.1	XP_018572190.1
XP_015834771.1	XP_018572195.1
XP_971289.1	XP_018572198.1
XP_008192654.1	XP_018572203.1
XP_015833793.1	XP_018572204.1
XP_008196353.1	XP_018572208.1
XP_015833800.1	XP_018572209.1
XP_975256.1	XP_018572210.1
XP_008192652.1	XP_018572211.1
XP_970846.1	XP_018572213.1
XP_008191257.1	XP_018572215.1
XP_015833708.1	XP_018572217.1
XP_970781.1	XP_018572220.1
XP_966351.2	XP_018572221.1
XP_015835100.1	XP_018572222.1
XP_015833961.1	XP_018572226.1
XP_001810713.2	XP_018572229.1
XP_008200202.1	XP_018572231.1
XP_008191265.1	XP_018572232.1
XP_008191263.1	XP_018572234.1
XP_008191264.1	XP_018572235.1
XP_972872.1	XP_018572236.1
XP_969008.2	XP_018572238.1
XP_015833801.1	XP_018572240.1
XP_015833813.1	XP_018572241.1
XP_015833709.1	XP_018572242.1
XP_008200607.1	XP_018572245.1
XP_015833959.1	XP_018572247.1
XP_008193680.1	XP_018572249.1
XP_015835404.1	XP_018572251.1
XP_972829.1	XP_018572255.1
XP_015835521.1	XP_018572256.1
XP_008200427.2	XP_018572257.1
XP_008193611.1	XP_018572258.1
XP_008193614.1	XP_018572259.1
XP_008193681.1	XP_018572260.1
XP_008193613.1	XP_018572261.1
XP_966380.3	XP_018572262.1
NP_001155991.1	XP_018572267.1
XP_008194946.1	XP_018572268.1
XP_969785.1	XP_018572269.1
XP_008194342.1	XP_018572270.1
XP_969715.1	XP_018572272.1
XP_015832940.1	XP_018572274.1
XP_008200515.1	XP_018572277.1
XP_971023.1	XP_018572278.1
XP_008191948.1	XP_018572281.1
XP_969385.2	XP_018572282.1
XP_015839380.1	XP_018572283.1
XP_008192362.1	XP_018572284.1
XP_008191946.1	XP_018572285.1
XP_015833269.1	XP_018572289.1
XP_008191397.1	XP_018572290.1
XP_973987.1	XP_018572293.1
XP_968202.1	XP_018572294.1
XP_973810.2	XP_018572296.1
XP_015833389.1	XP_018572297.1
XP_973961.1	XP_018572303.1
XP_973635.1	XP_018572306.1
XP_008192365.1	XP_018572307.1
NP_001107860.1	XP_018572314.1
XP_973572.2	XP_018572321.1
XP_015835827.1	XP_018572327.1
XP_966645.3	XP_018572328.1
XP_015838592.1	XP_018572331.1
XP_973593.1	XP_018572333.1
XP_972410.1	XP_018572334.1
XP_015836907.1	XP_018572338.1
XP_973019.2	XP_018572340.1
XP_967369.1	XP_018572341.1
XP_008191092.1	XP_018572342.1
XP_008201375.1	XP_018572343.1
NP_001107791.1	XP_018572346.2
XP_971072.1	XP_018572352.1
XP_970104.3	XP_018572353.1
XP_015839574.1	XP_018572354.1
XP_969755.2	XP_018572358.1
XP_008200838.1	XP_018572361.1
XP_968188.1	XP_018572362.1
XP_008200907.1	XP_018572363.1
XP_972946.1	XP_018572364.1
XP_969482.1	XP_018572370.1
XP_973790.1	XP_018572371.1
XP_966951.1	XP_018572372.1
XP_971638.1	XP_018572374.1
XP_008194507.1	XP_018572375.1
XP_008194721.1	XP_018572376.1
XP_972377.2	XP_018572379.1
XP_967166.2	XP_018572380.1
XP_008194511.1	XP_018572381.1
XP_972276.1	XP_018572383.1
XP_972334.2	XP_018572384.1
XP_015836394.1	XP_018572385.1
XP_015836204.1	XP_018572386.1
XP_008192751.1	XP_018572388.1
XP_008194486.1	XP_018572390.1
XP_008194509.1	XP_018572391.1
XP_008190409.1	XP_018572393.1
XP_966955.1	XP_018572394.1
XP_008192753.1	XP_018572398.1
XP_008195429.1	XP_018572403.1
XP_008192754.1	XP_018572407.1
XP_008192755.1	XP_018572415.1
XP_008192756.1	XP_018572423.1
XP_967947.2	XP_018572425.1
XP_968404.1	XP_018572429.1
XP_969225.3	XP_018572437.1
XP_975622.1	XP_018572438.1
XP_015834356.1	XP_018572440.1
XP_966789.1	XP_018572441.1
XP_001816527.1	XP_018572442.1
XP_008192031.1	XP_018572444.1
XP_015834660.1	XP_018572446.1
XP_975621.1	XP_018572447.1
XP_975619.1	XP_018572448.1
XP_975624.1	XP_018572450.1
XP_967324.1	XP_018572452.1
XP_008191842.1	XP_018572453.1
XP_969972.1	XP_018572454.1
XP_008192110.1	XP_018572455.1
XP_015834455.1	XP_018572457.1
XP_972955.1	XP_018572458.1
XP_015834453.1	XP_018572461.1
XP_008191609.1	XP_018572462.1
XP_008193850.1	XP_018572463.1
XP_015835823.1	XP_018572464.1
XP_008192356.1	XP_018572466.1
XP_973356.1	XP_018572467.1
XP_008191614.1	XP_018572469.1
XP_008191616.1	XP_018572470.1
XP_008191612.1	XP_018572473.1
XP_976399.1	XP_018572474.1
XP_008191605.1	XP_018572476.1
XP_974913.2	XP_018572478.1
XP_008199603.1	XP_018572479.1
XP_008197797.1	XP_018572481.1
XP_974124.1	XP_018572482.1
XP_973391.1	XP_018572483.1
XP_008196572.2	XP_018572485.1
XP_974457.2	XP_018572486.1
XP_008192634.1	XP_018572495.1
XP_969175.1	XP_018572504.1
XP_015834907.1	XP_018572507.1
XP_015834908.1	XP_018572513.1
XP_015833192.1	XP_018572514.1
NP_001161320.1	XP_018572515.1
XP_966882.2	XP_018572518.1
XP_015833180.1	XP_018572521.1
XP_008192202.1	XP_018572525.1
NP_001034489.1	XP_018572528.1
XP_008196217.1	XP_018572529.1
XP_008196218.1	XP_018572531.1
XP_008191221.1	XP_018572538.2
XP_008192483.1	XP_018572539.1
XP_975000.1	XP_018572540.1
XP_015834353.1	XP_018572544.1
XP_001807993.1	XP_018572547.1
XP_967871.1	XP_018572549.1
XP_015834982.1	XP_018572550.1
XP_001810245.1	XP_018572551.1
XP_971371.1	XP_018572552.1
XP_975293.1	XP_018572553.1
XP_008192466.1	XP_018572555.1
XP_970620.1	XP_018572557.1
XP_970542.1	XP_018572559.1
XP_973650.1	XP_018572561.1
XP_008197719.1	XP_018572562.1
XP_008198301.1	XP_018572563.1
XP_015837421.1	XP_018572564.1
XP_008201580.1	XP_018572567.1
XP_008201158.1	XP_018572575.1
XP_974708.1	XP_018572576.1
XP_970686.2	XP_018572577.1
XP_008198202.1	XP_018572578.1
XP_008201205.1	XP_018572580.1
XP_008197900.1	XP_018572581.1
XP_008200804.1	XP_018572582.1
XP_969916.1	XP_018572590.1
XP_015836848.1	XP_018572592.1
XP_008191646.1	XP_018572594.1
XP_008191651.1	XP_018572595.1
XP_008191653.2	XP_018572596.1
XP_015835017.1	XP_018572599.1
XP_001807129.1	XP_018572601.1
XP_973723.1	XP_018572602.1
XP_967659.3	XP_018572604.1
XP_008191883.1	XP_018572607.1
XP_974904.1	XP_018572608.1
XP_015834523.1	XP_018572609.1
XP_015834601.1	XP_018572610.1
XP_974324.1	XP_018572611.1
XP_968817.1	XP_018572612.1
XP_966678.1	XP_018572615.1
XP_008191743.1	XP_018572616.1
XP_008192609.1	XP_018572624.1
XP_008192226.1	XP_018572625.1
XP_970238.1	XP_018572626.1
XP_973654.2	XP_018572627.1
XP_015834600.1	XP_018572629.1
XP_973623.1	XP_018572630.1
XP_008191771.1	XP_018572638.1
XP_008191772.1	XP_018572639.1
XP_008191765.1	XP_018572640.1
XP_967331.2	XP_018572641.1
NP_001034507.1	XP_018572642.1
XP_015834850.1	XP_018572645.1
XP_008192561.1	XP_018572647.1
XP_008191591.1	XP_018572649.1
XP_008191654.1	XP_018572650.1
XP_008191656.1	XP_018572651.1
XP_008191657.1	XP_018572652.1
XP_973845.1	XP_018572655.1
XP_008191861.1	XP_018572656.1
XP_008192559.1	XP_018572657.1
XP_967130.1	XP_018572660.1
XP_015834774.1	XP_018572661.1
XP_967817.2	XP_018572662.1
XP_974248.2	XP_018572666.1
XP_008192560.1	XP_018572667.1
XP_975643.1	XP_018572668.1
XP_008192350.1	XP_018572671.1
XP_008192352.1	XP_018572672.1
XP_008192848.1	XP_018572673.1
XP_015834707.1	XP_018572674.1
XP_967737.2	XP_018572676.1
XP_966960.1	XP_018572680.1
XP_008197569.1	XP_018572685.1
XP_008193241.2	XP_018572689.1
XP_974479.1	XP_018572690.1
XP_976374.2	XP_018572691.1
XP_008198268.1	XP_018572692.1
XP_970120.2	XP_018572693.1
XP_008192562.1	XP_018572695.1
XP_008193246.1	XP_018572696.1
XP_972376.2	XP_018572697.1
XP_008193193.1	XP_018572699.1
XP_015835196.1	XP_018572700.1
XP_971941.1	XP_018572701.1
XP_970519.1	XP_018572702.1
XP_008198785.1	XP_018572703.1
XP_975500.1	XP_018572704.1
NP_001153722.1	XP_018572705.1
XP_008193202.1	XP_018572706.1
XP_008192381.1	XP_018572707.1
XP_008193203.1	XP_018572708.1
XP_008193204.1	XP_018572710.1
XP_008193207.1	XP_018572711.1
XP_970382.1	XP_018572716.1
XP_015835858.1	XP_018572717.1
XP_008198642.1	XP_018572720.1
XP_015834831.1	XP_018572721.1
XP_015835437.1	XP_018572722.1
XP_008198632.1	XP_018572728.1
XP_008198647.1	XP_018572729.1
XP_015835280.1	XP_018572732.1
XP_970446.1	XP_018572733.1
XP_008191870.1	XP_018572734.1
XP_015835188.1	XP_018572738.1
XP_974935.1	XP_018572744.1
XP_974527.1	XP_018572745.1
XP_008198032.1	XP_018572747.1
XP_008200958.2	XP_018572749.1
XP_969632.1	XP_018572752.2
XP_015838129.1	XP_018572753.1
XP_975378.1	XP_018572755.1
XP_008194577.1	XP_018572756.1
XP_015838130.1	XP_018572757.1
XP_969098.1	XP_018572758.1
XP_008199138.1	XP_018572759.1
XP_976060.1	XP_018572760.1
XP_015840194.1	XP_018572761.1
XP_966892.1	XP_018572766.1
XP_967819.1	XP_018572769.1
XP_008192505.1	XP_018572770.1
XP_008192506.1	XP_018572771.1
XP_967895.1	XP_018572775.1
XP_969089.1	XP_018572776.1
XP_969161.2	XP_018572777.1
XP_008195710.1	XP_018572779.1
XP_008190385.1	XP_018572782.1
XP_015839338.1	XP_018572783.2
XP_008197904.1	XP_018572785.1
XP_970617.1	XP_018572788.1
XP_975228.1	XP_018572789.1
NP_001161778.1	XP_018572790.1
XP_970683.1	XP_018572791.1
XP_008191229.1	XP_018572794.2
XP_969031.2	XP_018572795.1
XP_975194.2	XP_018572798.1
XP_971630.1	XP_018572799.2
XP_969004.1	XP_018572801.1
XP_008195844.1	XP_018572803.1
XP_008195969.1	XP_018572806.1
XP_976486.2	XP_018572809.1
XP_008191606.1	XP_018572810.1
XP_972575.1	XP_018572812.1
XP_008193014.1	XP_018572813.1
XP_008193013.1	XP_018572814.1
XP_969040.2	XP_018572815.1
XP_973818.1	XP_018572819.1
XP_008193010.2	XP_018572821.1
XP_008193012.1	XP_018572823.1
XP_008192674.1	XP_018572825.1
XP_974976.1	XP_018572828.1
XP_015839043.1	XP_018572829.1
XP_008198257.1	XP_018572830.1
XP_973247.1	XP_018572831.1
XP_008198259.1	XP_018572832.1
XP_008198261.1	XP_018572833.1
XP_015836244.1	XP_018572834.1
XP_008192355.1	XP_018572835.1
XP_969671.1	XP_018572837.1
XP_967087.1	XP_018572838.1
XP_008200375.1	XP_018572840.1
XP_015838049.1	XP_018572841.1
XP_970187.1	XP_018572843.1
XP_966649.1	XP_018572844.1
XP_015839834.1	XP_018572851.1
XP_967177.1	XP_018572854.1
XP_969046.1	XP_018572855.1
XP_015836322.1	XP_018572856.1
XP_967518.1	XP_018572857.1
XP_973145.3	XP_018572861.1
XP_008201610.1	XP_018572864.1
XP_967669.1	XP_018572866.1
XP_969194.1	XP_018572871.1
XP_008194472.1	XP_018572872.1
XP_008192145.1	XP_018572873.1
XP_001815657.1	XP_018572874.1
XP_975289.1	XP_018572875.1
XP_008196965.1	XP_018572878.2
XP_972346.1	XP_018572880.1
XP_969156.2	XP_018572882.1
XP_015834521.1	XP_018572883.1
XP_008196955.1	XP_018572886.1
XP_008190917.1	XP_018572890.1
XP_008196247.1	XP_018572891.1
XP_973653.1	XP_018572892.1
XP_971450.1	XP_018572893.1
XP_015840551.1	XP_018572895.1
XP_015833261.1	XP_018572896.1
XP_971269.1	XP_018572897.1
XP_015834326.1	XP_018572898.2
XP_971015.1	XP_018572899.1
XP_015839069.1	XP_018572901.1
XP_008201577.1	XP_018572902.1
XP_008192140.1	XP_018572909.1
XP_015833156.1	XP_018572915.1
XP_970956.2	XP_018572923.1
XP_971079.1	XP_018572924.1
XP_976120.1	XP_018572925.1
XP_001808435.1	XP_018572927.1
XP_008200213.1	XP_018572933.1
XP_008192093.1	XP_018572934.1
XP_008201671.1	XP_018572936.1
XP_008201673.1	XP_018572944.1
XP_008192210.1	XP_018572945.1
XP_015840801.1	XP_018572947.1
XP_974460.1	XP_018572949.1
XP_008192212.1	XP_018572953.1
XP_008190816.1	XP_018572956.1
XP_015840506.1	XP_018572957.1
XP_008190815.1	XP_018572959.1
XP_015834928.1	XP_018572961.1
XP_975242.1	XP_018572967.1
XP_008190996.1	XP_018572968.1
XP_972116.1	XP_018572974.1
XP_972326.2	XP_018572975.1
XP_972269.1	XP_018572978.1
XP_008192573.1	XP_018572979.1
XP_972215.1	XP_018572980.1
XP_008192566.1	XP_018572981.1
XP_976371.1	XP_018572983.1
XP_968355.1	XP_018572986.1
XP_966762.1	XP_018572987.1
XP_015834492.1	XP_018572992.1
XP_973359.1	XP_018572998.1
XP_973326.1	XP_018572999.1
XP_966579.1	XP_018573000.1
XP_008192468.1	XP_018573002.1
XP_015834306.1	XP_018573003.1
XP_008192063.2	XP_018573004.1
XP_008192472.1	XP_018573005.1
XP_966399.1	XP_018573011.1
XP_008192059.2	XP_018573013.1
XP_008192053.1	XP_018573014.1
XP_008192849.1	XP_018573015.1
XP_008192060.1	XP_018573016.1
XP_972164.1	XP_018573017.1
XP_015834736.1	XP_018573018.1
XP_015840505.1	XP_018573019.1
XP_966592.1	XP_018573023.1
XP_001813143.1	XP_018573025.1
XP_008192571.1	XP_018573030.1
XP_971346.1	XP_018573034.1
XP_015835744.1	XP_018573040.1
XP_968262.1	XP_018573041.1
XP_973117.1	XP_018573046.1
XP_008196348.1	XP_018573047.1
XP_975296.1	XP_018573050.1
XP_008201521.1	XP_018573051.1
NP_001035796.1	XP_018573053.1
XP_969314.1	XP_018573055.1
XP_008201525.1	XP_018573057.1
XP_969243.3	XP_018573058.1
XP_969172.2	XP_018573059.1
XP_966482.1	XP_018573063.1
XP_015836061.1	XP_018573067.1
NP_001280546.1	XP_018573069.1
XP_008200196.1	XP_018573070.1
XP_968717.1	XP_018573071.1
XP_968572.1	XP_018573072.1
XP_967114.2	XP_018573079.1
XP_973451.2	XP_018573081.1
XP_001808932.1	XP_018573085.1
XP_015835092.1	XP_018573086.1
XP_008195881.1	XP_018573093.1
XP_008198549.1	XP_018573097.1
XP_973533.1	XP_018573098.1
XP_967083.1	XP_018573099.1
XP_973569.2	XP_018573100.1
XP_008194516.1	XP_018573102.1
XP_015839993.1	XP_018573103.1
XP_008201370.1	XP_018573109.1
XP_008201369.1	XP_018573110.1
XP_008195877.1	XP_018573112.1
XP_975059.2	XP_018573114.1
XP_008195706.1	XP_018573116.1
XP_008199686.2	XP_018573118.1
XP_008199010.1	XP_018573119.1
XP_971906.1	XP_018573121.1
XP_967859.1	XP_018573122.1
XP_008193444.1	XP_018573125.1
XP_971831.1	XP_018573127.1
XP_008197602.1	XP_018573129.1
XP_973771.1	XP_018573130.1
XP_966935.2	XP_018573131.1
XP_008193435.1	XP_018573137.1
XP_015840937.1	XP_018573138.1
XP_975780.1	XP_018573141.1
XP_008193438.1	XP_018573142.1
XP_015835298.1	XP_018573143.1
XP_966596.1	XP_018573144.1
XP_969302.1	XP_018573145.1
XP_015835902.1	XP_018573148.1
XP_001813884.2	XP_018573151.1
XP_971685.1	XP_018573152.1
XP_008200373.1	XP_018573155.1
XP_008198122.1	XP_018573156.1
XP_008199015.1	XP_018573160.1
XP_970736.2	XP_018573163.1
XP_970242.1	XP_018573168.1
XP_008198421.1	XP_018573173.1
XP_972244.1	XP_018573175.1
XP_972192.1	XP_018573176.1
XP_966924.1	XP_018573177.1
XP_015840680.1	XP_018573183.1
XP_966362.3	XP_018573185.1
XP_015839075.1	XP_018573187.1
XP_967210.1	XP_018573189.1
XP_969513.1	XP_018573192.1
XP_008192965.1	XP_018573195.1
XP_008192948.1	XP_018573196.1
XP_008192917.1	XP_018573199.1
XP_974799.1	XP_018573201.1
XP_015839273.1	XP_018573202.1
XP_969957.1	XP_018573203.1
XP_969501.1	XP_018573204.1
XP_015837318.1	XP_018573207.1
NP_001164082.1	XP_018573212.1
XP_975769.1	XP_018573227.1
XP_015840492.1	XP_018573228.1
XP_015840490.1	XP_018573229.2
XP_968660.2	XP_018573230.1
XP_008190660.1	XP_018573232.1
XP_008193833.1	XP_018573236.1
XP_015838548.1	XP_018573237.1
XP_967094.1	XP_018573240.1
XP_008199895.1	XP_018573243.1
XP_015838861.1	XP_018573252.1
XP_008192579.1	XP_018573253.1
XP_015834790.1	XP_018573254.1
XP_008191549.2	XP_018573256.1
XP_975387.1	XP_018573257.1
XP_008201069.1	XP_018573258.1
XP_008191628.1	XP_018573259.1
XP_972786.2	XP_018573260.1
XP_008191550.1	XP_018573262.1
XP_967465.1	XP_018573265.1
XP_015839964.1	XP_018573267.1
XP_008191065.1	XP_018573271.1
XP_967650.1	XP_018573272.1
XP_008191064.1	XP_018573274.1
XP_967323.2	XP_018573275.1
XP_967373.1	XP_018573276.1
XP_967244.3	XP_018573283.1
XP_967156.1	XP_018573287.1
XP_008192897.1	XP_018573291.1
XP_008190814.1	XP_018573293.1
XP_971435.1	XP_018573295.1
XP_008190804.1	XP_018573296.1
XP_015833077.1	XP_018573298.1
XP_966352.1	XP_018573299.1
XP_008190810.1	XP_018573303.1
XP_008190812.1	XP_018573305.1
XP_967775.1	XP_018573306.1
XP_008198209.1	XP_018573307.2
XP_970340.2	XP_018573310.1
XP_015836481.1	XP_018573312.1
XP_973278.2	XP_018573314.1
XP_973597.1	XP_018573315.1
XP_967938.1	XP_018573316.1
XP_015835830.1	XP_018573322.1
XP_015835832.1	XP_018573323.1
XP_008200321.1	XP_018573325.1
XP_015839294.1	XP_018573326.1
XP_008194645.1	XP_018573329.1
XP_015839810.1	XP_018573331.1
XP_008194646.1	XP_018573335.1
XP_972944.2	XP_018573338.1
XP_008193737.1	XP_018573339.1
XP_975131.1	XP_018573340.1
XP_975066.2	XP_018573341.1
XP_975142.1	XP_018573342.1
XP_015834461.1	XP_018573344.1
XP_008197685.1	XP_018573345.1
XP_008192673.1	XP_018573346.1
XP_968519.1	XP_018573347.1
XP_975202.1	XP_018573351.1
XP_008192479.1	XP_018573352.1
XP_008191977.1	XP_018573354.1
XP_015834942.1	XP_018573356.1
XP_015834943.1	XP_018573357.1
XP_008192595.1	XP_018573358.1
XP_974937.2	XP_018573359.1
XP_008192192.1	XP_018573360.1
XP_974349.1	XP_018573361.1
XP_008199675.1	XP_018573363.1
XP_008197688.1	XP_018573366.1
XP_008192589.1	XP_018573367.1
XP_008192594.1	XP_018573368.1
XP_015834308.1	XP_018573376.1
XP_008191863.1	XP_018573377.1
XP_008191050.1	XP_018573379.1
XP_975270.1	XP_018573381.1
XP_973458.1	XP_018573384.1
XP_008192070.1	XP_018573389.1
XP_008192068.1	XP_018573390.1
XP_008192069.1	XP_018573392.1
XP_968438.1	XP_018573393.1
XP_008192616.1	XP_018573394.1
XP_008191268.1	XP_018573395.2
XP_966832.1	XP_018573396.1
XP_008191269.1	XP_018573397.1
XP_008191158.1	XP_018573400.1
XP_008191271.1	XP_018573401.1
XP_008190471.1	XP_018573405.1
XP_015839260.1	XP_018573408.1
XP_974871.1	XP_018573409.1
XP_974907.2	XP_018573410.1
XP_008195856.1	XP_018573411.1
XP_015837550.1	XP_018573413.1
XP_008195852.1	XP_018573414.1
XP_008195853.1	XP_018573415.1
XP_008195854.1	XP_018573416.1
XP_967673.1	XP_018573418.1
XP_971869.2	XP_018573419.1
XP_971814.1	XP_018573422.1
XP_008195414.1	XP_018573423.1
XP_971754.1	XP_018573424.1
XP_015839263.1	XP_018573425.1
XP_971977.1	XP_018573426.1
XP_008199757.1	XP_018573427.1
XP_975997.1	XP_018573428.1
XP_971700.2	XP_018573431.1
XP_015836830.1	XP_018573433.1
XP_015836827.1	XP_018573436.1
XP_008199753.1	XP_018573440.1
XP_008195647.1	XP_018573441.1
XP_008193665.1	XP_018573444.1
XP_008193668.1	XP_018573446.1
XP_969894.1	XP_018573447.1
XP_008198972.1	XP_018573448.1
XP_008198973.1	XP_018573449.1
XP_968546.2	XP_018573453.1
XP_001811057.1	XP_018573454.1
XP_015838092.1	XP_018573456.1
XP_975664.1	XP_018573457.1
XP_968770.1	XP_018573459.1
XP_969829.1	XP_018573460.1
XP_969609.1	XP_018573461.1
XP_001810780.1	XP_018573462.1
XP_008201528.1	XP_018573463.1
XP_015839513.1	XP_018573469.1
XP_015837060.1	XP_018573477.2
XP_972940.1	XP_018573478.1
XP_008196871.1	XP_018573480.1
XP_008196946.1	XP_018573481.1
XP_967031.1	XP_018573485.1
XP_008197394.1	XP_018573486.1
XP_015837100.1	XP_018573488.1
XP_015837090.1	XP_018573489.1
XP_015837091.1	XP_018573492.1
XP_015837092.1	XP_018573493.1
XP_015837093.1	XP_018573494.1
XP_015837097.1	XP_018573495.1
XP_008197526.1	XP_018573500.1
XP_008198149.1	XP_018573501.1
XP_971712.2	XP_018573502.1
XP_969599.2	XP_018573506.1
XP_008190734.1	XP_018573507.1
XP_008190735.1	XP_018573509.1
XP_015834686.1	XP_018573510.1
XP_008190739.1	XP_018573511.1
XP_008193441.1	XP_018573512.1
XP_008195745.1	XP_018573515.1
XP_008195746.1	XP_018573516.1
XP_008197339.1	XP_018573518.1
XP_970302.1	XP_018573535.1
XP_015833609.1	XP_018573536.1
XP_970171.1	XP_018573537.1
XP_008191122.1	XP_018573538.1
XP_008191121.1	XP_018573540.1
XP_008196719.1	XP_018573541.1
XP_008196720.1	XP_018573542.1
XP_008196721.1	XP_018573543.1
XP_970234.1	XP_018573544.1
XP_970111.2	XP_018573545.1
XP_008191125.1	XP_018573551.1
XP_974794.1	XP_018573553.1
XP_008195518.1	XP_018573554.1
XP_015836813.1	XP_018573556.1
XP_008201128.1	XP_018573557.1
XP_973892.2	XP_018573558.1
XP_015836821.1	XP_018573559.1
XP_008195531.1	XP_018573562.1
XP_015836823.1	XP_018573563.1
XP_970925.2	XP_018573564.1
XP_008195520.1	XP_018573565.1
XP_015836820.1	XP_018573566.1
XP_970884.1	XP_018573576.1
XP_008197418.1	XP_018573577.1
XP_970994.1	XP_018573578.1
XP_970938.2	XP_018573579.1
XP_008198840.1	XP_018573583.1
XP_008198841.1	XP_018573584.1
XP_008198842.1	XP_018573585.1
XP_008198848.1	XP_018573586.1
XP_008198857.1	XP_018573594.1
XP_008198864.1	XP_018573595.1
XP_008198860.1	XP_018573597.1
XP_008198854.1	XP_018573610.1
XP_008198851.1	XP_018573615.1
XP_008198862.1	XP_018573626.1
XP_008198872.1	XP_018573627.1
XP_015839562.1	XP_018573629.1
XP_001811012.1	XP_018573633.1
XP_008198838.1	XP_018573634.1
XP_015839589.1	XP_018573635.1
XP_971322.1	XP_018573636.1
XP_973546.1	XP_018573639.1
XP_008199983.1	XP_018573640.1
XP_008196763.1	XP_018573642.1
XP_008196766.1	XP_018573643.1
XP_015838159.1	XP_018573644.1
XP_971594.2	XP_018573648.1
XP_968151.1	XP_018573650.1
XP_008196709.1	XP_018573652.1
XP_971539.1	XP_018573653.1
XP_972849.1	XP_018573654.1
XP_015837925.1	XP_018573655.1
XP_015835158.1	XP_018573658.2
XP_015837850.1	XP_018573660.1
XP_975853.1	XP_018573663.1
XP_967472.1	XP_018573666.1
XP_970731.1	XP_018573668.1
XP_970914.1	XP_018573669.1
XP_008199195.1	XP_018573670.1
XP_970665.1	XP_018573672.1
XP_008201015.2	XP_018573675.1
XP_974323.1	XP_018573676.1
XP_008199106.1	XP_018573678.1
XP_008199105.1	XP_018573682.1
XP_015839577.1	XP_018573683.1
XP_967766.1	XP_018573684.1
XP_974942.1	XP_018573687.1
XP_974395.1	XP_018573689.1
XP_974347.1	XP_018573690.1
XP_968475.1	XP_018573691.1
XP_008193458.1	XP_018573692.1
XP_974414.1	XP_018573693.1
XP_970932.1	XP_018573694.1
XP_008198035.1	XP_018573695.1
NP_001164245.1	XP_018573696.1
XP_008197716.1	XP_018573697.1
XP_015835091.1	XP_018573701.1
