NP_001034487.2	XP_023022290.1
XP_015836932.1	XP_023011993.1
XP_015836934.1	XP_023028167.1
XP_015836940.1	XP_023015312.1
XP_015836941.1	XP_023013736.1
XP_015836945.1	XP_023017158.1
XP_015836947.1	XP_023016665.1
XP_015836954.1	XP_023012162.1
XP_015836965.1	XP_023029589.1
XP_015836968.1	XP_023014566.1
XP_015836970.1	XP_023014568.1
XP_015836971.1	XP_023014569.1
XP_015836972.1	XP_023025613.1
XP_015836974.1	XP_023025326.1
XP_015836977.1	XP_023022436.1
XP_015836980.1	XP_023027979.1
XP_015836987.1	XP_023014595.1
XP_015836990.1	XP_023029263.1
XP_015836991.1	XP_023018638.1
XP_015836997.1	XP_023014529.1
XP_015837000.1	XP_023027641.1
XP_015837005.1	XP_023017991.1
XP_015837012.1	XP_023016549.1
XP_015837023.1	XP_023024570.1
XP_015837026.1	XP_023015945.1
XP_015837027.1	XP_023015845.1
XP_015837036.1	XP_023015947.1
XP_015837037.1	XP_023022451.1
XP_015837038.1	XP_023012677.1
XP_015837039.1	XP_023029278.1
XP_015837043.1	XP_023024823.1
XP_015837044.1	XP_023012421.1
XP_015837045.1	XP_023017132.1
XP_015837047.1	XP_023022858.1
XP_015837051.1	XP_023023678.1
XP_015837057.1	XP_023024383.1
XP_015837061.1	XP_023011479.1
XP_015837064.1	XP_023024487.1
XP_015837065.1	XP_023017975.1
XP_015837072.1	XP_023026426.1
XP_015837075.1	XP_023022969.1
XP_015837093.1	XP_023030370.1
XP_015837094.1	XP_023030378.1
XP_015837095.1	XP_023030379.1
XP_015837097.1	XP_023030373.1
XP_015837100.1	XP_023030383.1
XP_015837102.1	XP_023030384.1
XP_015837105.1	XP_023022913.1
XP_015837116.1	XP_023021914.1
XP_015837121.1	XP_023023890.1
XP_015837123.1	XP_023019822.1
XP_015837133.1	XP_023024140.1
XP_015837139.1	XP_023011754.1
XP_015837141.1	XP_023011755.1
XP_015837144.1	XP_023011760.1
XP_015837147.1	XP_023022174.1
XP_015837148.1	XP_023021467.1
XP_015837149.1	XP_023023372.1
XP_015837150.1	XP_023024283.1
XP_015837154.1	XP_023014079.1
XP_015837163.1	XP_023016794.1
XP_015837164.1	XP_023016798.1
XP_015837198.1	XP_023020419.1
XP_015837199.1	XP_023017709.1
XP_015837203.1	XP_023018348.1
XP_015837207.1	XP_023021066.1
XP_015837214.1	XP_023015638.1
XP_015837216.1	XP_023012748.1
XP_015837223.1	XP_023017091.1
XP_015837229.1	XP_023017095.1
XP_015837238.1	XP_023025640.1
XP_015837245.1	XP_023017434.1
XP_015837246.1	XP_023014838.1
XP_015837251.1	XP_023025866.1
XP_015837252.1	XP_023024017.1
XP_015837255.1	XP_023021515.1
XP_015837260.1	XP_023029522.1
XP_015837262.1	XP_023029592.1
XP_015837263.1	XP_023029575.1
XP_015837264.1	XP_023029523.1
XP_015837265.1	XP_023016658.1
XP_015837266.1	XP_023029524.1
XP_015837267.1	XP_023029525.1
XP_015837268.1	XP_023029526.1
XP_015837269.1	XP_023021195.1
XP_015837271.1	XP_023029527.1
XP_015837276.1	XP_023021639.1
XP_015837280.1	XP_023019413.1
XP_015837281.1	XP_023022839.1
XP_015837285.1	XP_023023475.1
XP_015837286.1	XP_023029532.1
XP_015837289.1	XP_023029571.1
XP_015837290.1	XP_023029531.1
XP_015837292.1	XP_023029533.1
XP_015837293.1	XP_023019973.1
XP_015837294.1	XP_023029534.1
XP_015837296.1	XP_023018849.1
XP_015837300.1	XP_023017106.1
XP_015837306.1	XP_023029536.1
XP_015837307.1	XP_023029535.1
XP_015837309.1	XP_023011668.1
XP_015837313.1	XP_023011678.1
XP_015837318.1	XP_023022880.1
XP_015837326.1	XP_023011835.1
XP_015837329.1	XP_023013387.1
XP_015837332.1	XP_023028326.1
XP_015837335.1	XP_023015949.1
XP_015837336.1	XP_023015950.1
XP_015837339.1	XP_023026453.1
XP_015837346.1	XP_023017058.1
XP_015837349.1	XP_023012574.1
XP_015837351.1	XP_023016483.1
XP_015837352.1	XP_023016420.1
XP_015837368.1	XP_023027711.1
XP_015837370.1	XP_023020626.1
XP_015837384.1	XP_023016303.1
XP_015837389.1	XP_023027566.1
XP_015837401.1	XP_023012225.1
XP_015837402.1	XP_023012227.1
XP_015837403.1	XP_023012224.1
XP_015837405.1	XP_023012229.1
XP_015837408.1	XP_023012236.1
XP_015837409.1	XP_023012237.1
XP_015837411.1	XP_023015948.1
XP_015837412.1	XP_023015979.1
XP_015837419.1	XP_023025621.1
XP_015837420.1	XP_023016108.1
XP_015837431.1	XP_023016408.1
XP_015837443.1	XP_023015472.1
XP_015837447.1	XP_023026198.1
XP_015837448.1	XP_023023812.1
XP_015837450.1	XP_023025188.1
XP_015837452.1	XP_023015519.1
XP_015837453.1	XP_023027174.1
XP_015837460.1	XP_023028442.1
XP_015837463.1	XP_023030019.1
XP_015837465.1	XP_023021920.1
XP_015837470.1	XP_023017488.1
XP_015837473.1	XP_023024952.1
XP_015837485.1	XP_023016502.1
XP_015837486.1	XP_023016497.1
XP_015837493.1	XP_023019209.1
XP_015837506.1	XP_023030361.1
XP_015837510.1	XP_023021282.1
XP_015837514.1	XP_023016958.1
XP_015837516.1	XP_023023965.1
XP_015837517.1	XP_023019141.1
XP_015837518.1	XP_023019385.1
XP_015837521.1	XP_023019386.1
XP_015837525.1	XP_023019387.1
XP_015837527.1	XP_023019388.1
XP_015837535.1	XP_023020854.1
XP_015837537.1	XP_023020025.1
XP_015837541.1	XP_023014597.1
XP_015837542.1	XP_023012436.1
XP_015837544.1	XP_023015491.1
XP_015837546.1	XP_023022831.1
XP_015837550.1	XP_023020435.1
XP_015837553.1	XP_023024382.1
XP_015837557.1	XP_023024384.1
XP_015837563.1	XP_023024728.1
XP_015837565.1	XP_023022151.1
XP_015837566.1	XP_023023599.1
XP_015837571.1	XP_023023605.1
XP_015837577.1	XP_023025592.1
XP_015837585.1	XP_023026000.1
XP_015837594.1	XP_023015960.1
XP_015837597.1	XP_023024193.1
XP_015837599.1	XP_023018414.1
XP_015837606.1	XP_023014071.1
XP_015837609.1	XP_023012495.1
XP_015837611.1	XP_023015172.1
XP_015837614.1	XP_023017502.1
XP_015837619.1	XP_023025798.1
XP_015837623.1	XP_023025619.1
XP_015837644.1	XP_023023063.1
XP_015837663.1	XP_023019135.1
XP_015837666.1	XP_023011733.1
XP_015837677.1	XP_023026618.1
XP_015837678.1	XP_023015459.1
XP_015837683.1	XP_023019246.1
XP_015837686.1	XP_023021468.1
XP_015837687.1	XP_023020989.1
XP_015837703.1	XP_023026208.1
XP_015837709.1	XP_023018100.1
XP_015837714.1	XP_023026220.1
XP_015837716.1	XP_023023219.1
XP_015837722.1	XP_023027421.1
XP_015837736.1	XP_023018135.1
XP_015837743.1	XP_023012026.1
XP_015837747.1	XP_023012924.1
XP_015837751.1	XP_023012618.1
XP_015837752.1	XP_023025702.1
XP_015837754.1	XP_023027855.1
XP_015837762.1	XP_023020828.1
XP_015837763.1	XP_023020334.1
XP_015837764.1	XP_023024527.1
XP_015837767.1	XP_023018661.1
XP_015837770.1	XP_023019862.1
XP_015837773.1	XP_023015298.1
XP_015837780.1	XP_023023695.1
XP_015837783.1	XP_023023720.1
XP_015837785.1	XP_023023724.1
XP_015837786.1	XP_023023702.1
XP_015837787.1	XP_023023705.1
XP_015837788.1	XP_023023729.1
XP_015837789.1	XP_023026960.1
XP_015837793.1	XP_023012181.1
XP_015837809.1	XP_023025242.1
XP_015837812.1	XP_023014417.1
XP_015837814.1	XP_023021675.1
XP_015837834.1	XP_023025141.1
XP_015837844.1	XP_023023263.1
XP_015837850.1	XP_023017956.1
XP_015837852.1	XP_023023213.1
XP_015837855.1	XP_023018720.1
XP_015837857.1	XP_023012927.1
XP_015837871.1	XP_023020393.1
XP_015837877.1	XP_023019048.1
XP_015837879.1	XP_023013957.1
XP_015837881.1	XP_023027547.1
XP_015837887.1	XP_023029645.1
XP_015837894.1	XP_023024656.1
XP_015837898.1	XP_023024401.1
XP_015837903.1	XP_023017115.1
XP_015837906.1	XP_023013698.1
XP_015837908.1	XP_023015574.1
XP_015837916.1	XP_023017149.1
XP_015837925.1	XP_023025069.1
XP_015837929.1	XP_023022841.1
XP_015837930.1	XP_023027133.1
XP_015837931.1	XP_023026385.1
XP_015837933.1	XP_023013002.1
XP_015837941.1	XP_023027517.1
XP_015837954.1	XP_023021504.1
XP_015837959.1	XP_023025400.1
XP_015837963.1	XP_023027258.1
XP_015837964.1	XP_023027003.1
XP_015837968.1	XP_023025897.1
XP_015837969.1	XP_023023329.1
XP_015837970.1	XP_023027399.1
XP_015837974.1	XP_023023925.1
XP_015837980.1	XP_023018747.1
XP_015837983.1	XP_023017373.1
XP_015837984.1	XP_023020101.1
XP_015837987.1	XP_023027919.1
XP_015837992.1	XP_023015715.1
XP_015837993.1	XP_023015720.1
XP_015837994.1	XP_023012716.1
XP_015838000.1	XP_023018576.1
XP_015838007.1	XP_023027351.1
XP_015838008.1	XP_023014281.1
XP_015838009.1	XP_023018577.1
XP_015838014.1	XP_023016618.1
XP_015838015.1	XP_023018578.1
XP_015838020.1	XP_023026210.1
XP_015838023.1	XP_023018649.1
XP_015838028.1	XP_023025766.1
XP_015838033.1	XP_023024130.1
XP_015838035.1	XP_023026066.1
XP_015838038.1	XP_023030426.1
XP_015838044.1	XP_023026981.1
XP_015838045.1	XP_023027169.1
XP_015838046.1	XP_023027015.1
XP_015838049.1	XP_023019642.1
XP_015838065.1	XP_023022965.1
XP_015838074.1	XP_023029285.1
XP_015838080.1	XP_023023771.1
XP_015838083.1	XP_023024438.1
XP_015838085.1	XP_023028635.1
XP_015838092.1	XP_023025902.1
XP_015838118.1	XP_023016149.1
XP_015838119.1	XP_023022780.1
XP_015838129.1	XP_023016448.1
XP_015838130.1	XP_023016453.1
XP_015838137.1	XP_023030302.1
XP_015838144.1	XP_023016937.1
XP_015838145.1	XP_023015581.1
XP_015838153.1	XP_023022754.1
XP_015838155.1	XP_023017547.1
XP_015838166.1	XP_023022291.1
XP_015838168.1	XP_023022972.1
XP_015838171.1	XP_023017393.1
XP_015838174.1	XP_023015066.1
XP_015838175.1	XP_023022050.1
XP_015838185.1	XP_023023762.1
XP_015838189.1	XP_023015615.1
XP_015838200.1	XP_023019513.1
XP_015838201.1	XP_023022999.1
XP_015838205.1	XP_023022585.1
XP_015838206.1	XP_023027372.1
XP_015838212.1	XP_023025072.1
XP_015838213.1	XP_023013122.1
XP_015838217.1	XP_023020573.1
XP_015838219.1	XP_023028276.1
XP_015838223.1	XP_023021193.1
XP_015838224.1	XP_023021928.1
XP_015838225.1	XP_023021190.1
XP_015838226.1	XP_023023280.1
XP_015838229.1	XP_023028081.1
XP_015838231.1	XP_023024971.1
XP_015838237.1	XP_023015267.1
XP_015838240.1	XP_023020103.1
XP_015838249.1	XP_023028413.1
XP_015838252.1	XP_023020111.1
XP_015838260.1	XP_023024737.1
XP_015838272.1	XP_023024400.1
XP_015838277.1	XP_023029376.1
XP_015838284.1	XP_023021378.1
XP_015838289.1	XP_023012987.1
XP_015838307.1	XP_023028093.1
XP_015838313.1	XP_023021247.1
XP_015838314.1	XP_023014325.1
XP_015838318.1	XP_023027757.1
XP_015838319.1	XP_023016360.1
XP_015838324.1	XP_023018346.1
XP_015838325.1	XP_023018345.1
XP_015838329.1	XP_023024961.1
XP_015838343.1	XP_023022578.1
XP_015838353.1	XP_023012123.1
XP_015838357.1	XP_023012130.1
XP_015838359.1	XP_023023784.1
XP_015838361.1	XP_023019915.1
XP_015838362.1	XP_023019917.1
XP_015838364.1	XP_023020641.1
XP_015838368.1	XP_023015278.1
XP_015838371.1	XP_023017715.1
XP_015838375.1	XP_023026089.1
XP_015838380.1	XP_023026033.1
XP_015838382.1	XP_023014492.1
XP_015838393.1	XP_023012968.1
XP_015838395.1	XP_023024949.1
XP_015838398.1	XP_023028158.1
XP_015838400.1	XP_023028135.1
XP_015838408.1	XP_023025551.1
XP_015838412.1	XP_023028040.1
XP_015838415.1	XP_023020627.1
XP_015838416.1	XP_023015555.1
XP_015838418.1	XP_023027519.1
XP_015838420.1	XP_023023206.1
XP_015838422.1	XP_023023613.1
XP_015838423.1	XP_023019517.1
XP_015838430.1	XP_023019515.1
XP_015838433.1	XP_023021023.1
XP_015838443.1	XP_023017154.1
XP_015838447.1	XP_023024147.1
XP_015838448.1	XP_023011480.1
XP_015838454.1	XP_023026946.1
XP_015838457.1	XP_023027609.1
XP_015838464.1	XP_023015027.1
XP_015838486.1	XP_023022974.1
XP_015838487.1	XP_023024058.1
XP_015838489.1	XP_023013274.1
XP_015838499.1	XP_023021682.1
XP_015838507.1	XP_023028355.1
XP_015838508.1	XP_023021812.1
XP_015838510.1	XP_023023390.1
XP_015838512.1	XP_023011945.1
XP_015838513.1	XP_023030025.1
XP_015838521.1	XP_023022114.1
XP_015838525.1	XP_023028678.1
XP_015838533.1	XP_023015024.1
XP_015838541.1	XP_023021699.1
XP_015838547.1	XP_023011502.1
XP_015838548.1	XP_023011492.1
XP_015838551.1	XP_023028581.1
XP_015838556.1	XP_023016531.1
XP_015838559.1	XP_023023672.1
XP_015838562.1	XP_023029977.1
XP_015838573.1	XP_023018026.1
XP_015838580.1	XP_023029917.1
XP_015838584.1	XP_023023522.1
XP_015838587.1	XP_023020755.1
XP_015838589.1	XP_023020566.1
XP_015838590.1	XP_023022918.1
XP_015838591.1	XP_023025073.1
XP_015838592.1	XP_023030290.1
XP_015838598.1	XP_023017839.1
XP_015838602.1	XP_023025844.1
XP_015838604.1	XP_023025928.1
XP_015838606.1	XP_023017272.1
XP_015838607.1	XP_023019427.1
XP_015838610.1	XP_023017270.1
XP_015838623.1	XP_023013241.1
XP_015838636.1	XP_023023943.1
XP_015838644.1	XP_023029124.1
XP_015838645.1	XP_023017837.1
XP_015838646.1	XP_023024635.1
XP_015838647.1	XP_023028742.1
XP_015838650.1	XP_023013446.1
XP_015838651.1	XP_023026686.1
XP_015838652.1	XP_023029793.1
XP_015838658.1	XP_023022362.1
XP_015838659.1	XP_023022363.1
XP_015838662.1	XP_023029125.1
XP_015838667.1	XP_023029132.1
XP_015838668.1	XP_023029133.1
XP_015838669.1	XP_023017836.1
XP_015838673.1	XP_023017834.1
XP_015838674.1	XP_023022322.1
XP_015838679.1	XP_023016782.1
XP_015838682.1	XP_023016788.1
XP_015838687.1	XP_023017360.1
XP_015838688.1	XP_023014332.1
XP_015838689.1	XP_023015871.1
XP_015838691.1	XP_023027352.1
XP_015838702.1	XP_023020056.1
XP_015838707.1	XP_023015873.1
XP_015838710.1	XP_023022059.1
XP_015838712.1	XP_023024333.1
XP_015838713.1	XP_023014003.1
XP_015838738.1	XP_023028366.1
XP_015838742.1	XP_023020167.1
XP_015838743.1	XP_023020788.1
XP_015838744.1	XP_023016786.1
XP_015838748.1	XP_023028108.1
XP_015838749.1	XP_023012755.1
XP_015838753.1	XP_023024756.1
XP_015838754.1	XP_023025851.1
XP_015838755.1	XP_023022058.1
XP_015838762.1	XP_023027336.1
XP_015838763.1	XP_023021165.1
XP_015838764.1	XP_023024360.1
XP_015838765.1	XP_023011673.1
XP_015838767.1	XP_023021384.1
XP_015838768.1	XP_023016674.1
XP_015838783.1	XP_023027087.1
XP_015838790.1	XP_023019397.1
XP_015838791.1	XP_023019398.1
XP_015838792.1	XP_023016265.1
XP_015838794.1	XP_023016266.1
XP_015838797.1	XP_023024220.1
XP_015838807.1	XP_023021187.1
XP_015838809.1	XP_023018267.1
XP_015838816.1	XP_023018605.1
XP_015838823.1	XP_023022924.1
XP_015838830.1	XP_023021309.1
XP_015838834.1	XP_023024633.1
XP_015838835.1	XP_023021822.1
XP_015838839.1	XP_023025718.1
XP_015838848.1	XP_023026322.1
XP_015838853.1	XP_023021311.1
XP_015838860.1	XP_023022546.1
XP_015838873.1	XP_023016846.1
XP_015838876.1	XP_023016853.1
XP_015838879.1	XP_023016856.1
XP_015838880.1	XP_023016860.1
XP_015838885.1	XP_023016840.1
XP_015838894.1	XP_023016857.1
XP_015838898.1	XP_023016861.1
XP_015838900.1	XP_023016864.1
XP_015838909.1	XP_023016865.1
XP_015838916.1	XP_023016867.1
XP_015838917.1	XP_023016866.1
XP_015838923.1	XP_023030310.1
XP_015838929.1	XP_023025372.1
XP_015838931.1	XP_023016081.1
XP_015838932.1	XP_023012547.1
XP_015838933.1	XP_023019276.1
XP_015838938.1	XP_023023928.1
XP_015838945.1	XP_023025031.1
XP_015838947.1	XP_023029078.1
XP_015838949.1	XP_023018492.1
XP_015838959.1	XP_023025410.1
XP_015838960.1	XP_023013338.1
XP_015838961.1	XP_023023300.1
XP_015838966.1	XP_023025805.1
XP_015838972.1	XP_023028709.1
XP_015838973.1	XP_023026036.1
XP_015838977.1	XP_023028061.1
XP_015838978.1	XP_023028548.1
XP_015839011.1	XP_023016735.1
XP_015839013.1	XP_023016446.1
XP_015839014.1	XP_023016442.1
XP_015839018.1	XP_023024531.1
XP_015839028.1	XP_023020758.1
XP_015839029.1	XP_023019559.1
XP_015839035.1	XP_023021950.1
XP_015839037.1	XP_023011665.1
XP_015839040.1	XP_023028222.1
XP_015839041.1	XP_023019032.1
XP_015839043.1	XP_023018959.1
XP_015839046.1	XP_023018273.1
XP_015839048.1	XP_023024490.1
XP_015839050.1	XP_023011859.1
XP_015839053.1	XP_023019264.1
XP_015839055.1	XP_023016830.1
XP_015839059.1	XP_023025587.1
XP_015839061.1	XP_023011652.1
XP_015839063.1	XP_023011653.1
XP_015839065.1	XP_023029840.1
XP_015839066.1	XP_023014194.1
XP_015839069.1	XP_023020865.1
XP_015839072.1	XP_023015385.1
XP_015839075.1	XP_023020598.1
XP_015839076.1	XP_023024186.1
XP_015839079.1	XP_023021801.1
XP_015839082.1	XP_023021927.1
XP_015839084.1	XP_023021935.1
XP_015839091.1	XP_023012582.1
XP_015839092.1	XP_023022468.1
XP_015839093.1	XP_023022469.1
XP_015839097.1	XP_023015376.1
XP_015839098.1	XP_023023864.1
XP_015839103.1	XP_023019953.1
XP_015839104.1	XP_023015055.1
XP_015839111.1	XP_023030131.1
XP_015839114.1	XP_023012317.1
XP_015839117.1	XP_023029092.1
XP_015839126.1	XP_023021723.1
XP_015839127.1	XP_023025090.1
XP_015839135.1	XP_023020862.1
XP_015839137.1	XP_023017654.1
XP_015839142.1	XP_023020860.1
XP_015839143.1	XP_023017637.1
XP_015839145.1	XP_023017645.1
XP_015839146.1	XP_023017671.1
XP_015839148.1	XP_023024412.1
XP_015839149.1	XP_023024365.1
XP_015839151.1	XP_023024364.1
XP_015839154.1	XP_023023035.1
XP_015839164.1	XP_023024862.1
XP_015839166.1	XP_023024863.1
XP_015839173.1	XP_023027160.1
XP_015839175.1	XP_023017296.1
XP_015839178.1	XP_023020469.1
XP_015839181.1	XP_023027053.1
XP_015839186.1	XP_023027068.1
XP_015839204.1	XP_023022955.1
XP_015839205.1	XP_023029167.1
XP_015839208.1	XP_023016500.1
XP_015839211.1	XP_023016583.1
XP_015839212.1	XP_023016600.1
XP_015839218.1	XP_023011558.1
XP_015839226.1	XP_023027126.1
XP_015839229.1	XP_023013931.1
XP_015839231.1	XP_023022232.1
XP_015839233.1	XP_023012817.1
XP_015839236.1	XP_023019301.1
XP_015839238.1	XP_023018147.1
XP_015839239.1	XP_023016437.1
XP_015839241.1	XP_023030262.1
XP_015839245.1	XP_023024195.1
XP_015839246.1	XP_023027792.1
XP_015839247.1	XP_023023932.1
XP_015839248.1	XP_023024388.1
XP_015839250.1	XP_023025664.1
XP_015839254.1	XP_023017205.1
XP_015839256.1	XP_023029009.1
XP_015839260.1	XP_023014290.1
XP_015839270.1	XP_023011556.1
XP_015839271.1	XP_023013328.1
XP_015839273.1	XP_023029634.1
XP_015839281.1	XP_023019309.1
XP_015839286.1	XP_023011659.1
XP_015839289.1	XP_023015102.1
XP_015839292.1	XP_023013333.1
XP_015839293.1	XP_023028229.1
XP_015839294.1	XP_023026653.1
XP_015839295.1	XP_023027786.1
XP_015839296.1	XP_023029018.1
XP_015839297.1	XP_023029019.1
XP_015839302.1	XP_023015048.1
XP_015839306.1	XP_023015041.1
XP_015839311.1	XP_023030073.1
XP_015839312.1	XP_023030237.1
XP_015839320.1	XP_023023100.1
XP_015839321.1	XP_023023546.1
XP_015839338.1	XP_023021903.1
XP_015839340.1	XP_023018270.1
XP_015839343.1	XP_023027853.1
XP_015839349.1	XP_023021956.1
XP_015839356.1	XP_023029568.1
XP_015839358.1	XP_023013622.1
XP_015839364.1	XP_023030183.1
XP_015839379.1	XP_023012811.1
XP_015839380.1	XP_023016298.1
XP_015839382.1	XP_023016938.1
XP_015839390.1	XP_023012417.1
XP_015839396.1	XP_023021232.1
XP_015839401.1	XP_023027278.1
XP_015839421.1	XP_023023902.1
XP_015839422.1	XP_023019016.1
XP_015839426.1	XP_023013125.1
XP_015839429.1	XP_023025536.1
XP_015839435.1	XP_023027149.1
XP_015839438.1	XP_023015864.1
XP_015839444.1	XP_023012453.1
XP_015839446.1	XP_023020237.1
XP_015839447.1	XP_023012991.1
XP_015839451.1	XP_023023631.1
XP_015839468.1	XP_023021034.1
XP_015839472.1	XP_023021738.1
XP_015839478.1	XP_023029178.1
XP_015839480.1	XP_023029186.1
XP_015839481.1	XP_023029191.1
XP_015839482.1	XP_023029199.1
XP_015839484.1	XP_023029208.1
XP_015839485.1	XP_023029217.1
XP_015839487.1	XP_023029234.1
XP_015839493.1	XP_023029274.1
XP_015839496.1	XP_023029291.1
XP_015839497.1	XP_023029299.1
XP_015839500.1	XP_023029319.1
XP_015839501.1	XP_023029327.1
XP_015839511.1	XP_023019476.1
XP_015839513.1	XP_023029780.1
XP_015839527.1	XP_023022007.1
XP_015839536.1	XP_023020217.1
XP_015839542.1	XP_023028315.1
XP_015839543.1	XP_023011541.1
XP_015839544.1	XP_023016995.1
XP_015839545.1	XP_023012270.1
XP_015839547.1	XP_023011530.1
XP_015839554.1	XP_023025316.1
XP_015839555.1	XP_023014582.1
XP_015839558.1	XP_023016810.1
XP_015839560.1	XP_023014992.1
XP_015839563.1	XP_023014981.1
XP_015839564.1	XP_023014975.1
XP_015839569.1	XP_023012004.1
XP_015839573.1	XP_023012038.1
XP_015839574.1	XP_023017262.1
XP_015839576.1	XP_023023354.1
XP_015839577.1	XP_023027411.1
XP_015839579.1	XP_023029072.1
XP_015839580.1	XP_023027248.1
XP_015839581.1	XP_023016883.1
XP_015839584.1	XP_023024774.1
XP_015839585.1	XP_023025783.1
XP_015839589.1	XP_023024909.1
XP_015839592.1	XP_023029036.1
XP_015839600.1	XP_023015776.1
XP_015839603.1	XP_023015931.1
XP_015839609.1	XP_023012997.1
XP_015839612.1	XP_023015138.1
XP_015839617.1	XP_023021790.1
XP_015839620.1	XP_023019602.1
XP_015839623.1	XP_023011535.1
XP_015839624.1	XP_023029187.1
XP_015839627.1	XP_023017797.1
XP_015839629.1	XP_023016133.1
XP_015839632.1	XP_023017907.1
XP_015839640.1	XP_023022793.1
XP_015839641.1	XP_023022798.1
XP_015839656.1	XP_023017144.1
XP_015839661.1	XP_023025514.1
XP_015839665.1	XP_023020464.1
XP_015839666.1	XP_023021369.1
XP_015839667.1	XP_023021641.1
XP_015839668.1	XP_023016388.1
XP_015839670.1	XP_023028329.1
XP_015839673.1	XP_023024558.1
XP_015839674.1	XP_023015784.1
XP_015839683.1	XP_023015980.1
XP_015839684.1	XP_023015743.1
XP_015839685.1	XP_023018507.1
XP_015839687.1	XP_023022301.1
XP_015839688.1	XP_023024578.1
XP_015839696.1	XP_023012766.1
XP_015839698.1	XP_023020678.1
XP_015839705.1	XP_023018520.1
XP_015839706.1	XP_023022068.1
XP_015839721.1	XP_023014528.1
XP_015839723.1	XP_023014387.1
XP_015839725.1	XP_023019123.1
XP_015839807.1	XP_023021080.1
XP_015839815.1	XP_023017457.1
XP_015839816.1	XP_023017454.1
XP_015839825.1	XP_023017459.1
XP_015839833.1	XP_023013152.1
XP_015839836.1	XP_023020765.1
XP_015839839.1	XP_023021077.1
XP_015839840.1	XP_023026498.1
XP_015839849.1	XP_023023869.1
XP_015839851.1	XP_023017899.1
XP_015839852.1	XP_023012554.1
XP_015839861.1	XP_023021415.1
XP_015839863.1	XP_023024641.1
XP_015839864.1	XP_023013119.1
XP_015839879.1	XP_023011705.1
XP_015839884.1	XP_023015081.1
XP_015839886.1	XP_023019617.1
XP_015839892.1	XP_023020189.1
XP_015839898.1	XP_023017257.1
XP_015839901.1	XP_023024005.1
XP_015839912.1	XP_023019694.1
XP_015839917.1	XP_023013060.1
XP_015839927.1	XP_023028246.1
XP_015839935.1	XP_023017428.1
XP_015839938.1	XP_023022777.1
XP_015839940.1	XP_023020681.1
XP_015839944.1	XP_023019208.1
XP_015839950.1	XP_023021634.1
XP_015839952.1	XP_023026039.1
XP_015839961.1	XP_023030151.1
XP_015839965.1	XP_023020859.1
XP_015839971.1	XP_023024326.1
XP_015839977.1	XP_023011710.1
XP_015839980.1	XP_023020126.1
XP_015839984.1	XP_023023168.1
XP_015839985.1	XP_023023171.1
XP_015839986.1	XP_023019966.1
XP_015839988.1	XP_023028741.1
XP_015839989.1	XP_023019244.1
XP_015839994.1	XP_023013740.1
XP_015840009.1	XP_023020551.1
XP_015840011.1	XP_023013718.1
XP_015840012.1	XP_023027206.1
XP_015840021.1	XP_023012649.1
XP_015840028.1	XP_023017938.1
XP_015840034.1	XP_023028732.1
XP_015840045.1	XP_023020288.1
XP_015840053.1	XP_023014025.1
XP_015840059.1	XP_023029181.1
XP_015840061.1	XP_023023177.1
XP_015840067.1	XP_023024662.1
XP_015840069.1	XP_023028801.1
XP_015840071.1	XP_023024344.1
XP_015840079.1	XP_023017504.1
XP_015840082.1	XP_023012203.1
XP_015840087.1	XP_023012226.1
XP_015840092.1	XP_023016463.1
XP_015840093.1	XP_023012180.1
XP_015840095.1	XP_023028347.1
XP_015840099.1	XP_023017478.1
XP_015840105.1	XP_023026368.1
XP_015840114.1	XP_023024665.1
XP_015840116.1	XP_023019384.1
XP_015840127.1	XP_023025874.1
XP_015840128.1	XP_023022443.1
XP_015840131.1	XP_023019134.1
XP_015840146.1	XP_023016177.1
XP_015840152.1	XP_023016179.1
XP_015840156.1	XP_023016167.1
XP_015840160.1	XP_023019979.1
XP_015840165.1	XP_023013056.1
XP_015840167.1	XP_023016101.1
XP_015840179.1	XP_023025959.1
XP_015840186.1	XP_023013357.1
XP_015840188.1	XP_023024480.1
XP_015840190.1	XP_023027093.1
XP_015840194.1	XP_023021241.1
XP_015840197.1	XP_023018058.1
XP_015840201.1	XP_023018056.1
XP_015840205.1	XP_023018054.1
XP_015840208.1	XP_023018057.1
XP_015840213.1	XP_023018034.1
XP_015840229.1	XP_023026827.1
XP_015840230.1	XP_023024926.1
XP_015840239.1	XP_023026088.1
XP_015840241.1	XP_023019463.1
XP_015840252.1	XP_023013742.1
XP_015840265.1	XP_023018498.1
XP_015840276.1	XP_023013289.1
XP_015840286.1	XP_023021670.1
XP_015840292.1	XP_023018752.1
XP_015840298.1	XP_023013282.1
XP_015840299.1	XP_023023422.1
XP_015840309.1	XP_023030075.1
XP_015840310.1	XP_023018662.1
XP_015840313.1	XP_023027209.1
XP_015840325.1	XP_023020734.1
XP_015840344.1	XP_023019228.1
XP_015840346.1	XP_023026713.1
XP_015840353.1	XP_023024609.1
XP_015840363.1	XP_023028267.1
XP_015840369.1	XP_023023608.1
XP_015840372.1	XP_023029096.1
XP_015840379.1	XP_023028817.1
XP_015840382.1	XP_023029075.1
XP_015840383.1	XP_023029108.1
XP_015840385.1	XP_023024816.1
XP_015840388.1	XP_023018337.1
XP_015840390.1	XP_023021535.1
XP_015840392.1	XP_023021393.1
XP_015840394.1	XP_023023886.1
