XP_018560761.1	XP_023021411.1
XP_018571754.1	XP_023019098.1
XP_018571755.1	XP_023011957.1
XP_018571756.1	XP_023021040.1
XP_018571760.1	XP_023011600.1
XP_018571761.1	XP_023024428.1
XP_018571762.1	XP_023011597.1
XP_018571766.1	XP_023011599.1
XP_018571767.1	XP_023021547.1
XP_018571768.1	XP_023027737.1
XP_018571769.1	XP_023017940.1
XP_018571770.1	XP_023023787.1
XP_018571771.1	XP_023023792.1
XP_018571773.1	XP_023014335.1
XP_018571774.1	XP_023014337.1
XP_018571776.1	XP_023027740.1
XP_018571778.1	XP_023027566.1
XP_018571780.1	XP_023027580.1
XP_018571783.1	XP_023025191.1
XP_018571784.1	XP_023016671.1
XP_018571786.1	XP_023027743.1
XP_018571787.1	XP_023025190.1
XP_018571790.1	XP_023025189.1
XP_018571792.1	XP_023025192.1
XP_018571793.1	XP_023020060.1
XP_018571794.1	XP_023020061.1
XP_018571797.1	XP_023029457.1
XP_018571798.1	XP_023025608.1
XP_018571800.1	XP_023025609.1
XP_018571804.2	XP_023020799.1
XP_018571805.1	XP_023020337.1
XP_018571806.1	XP_023027668.1
XP_018571807.1	XP_023021618.1
XP_018571810.1	XP_023020335.1
XP_018571811.1	XP_023017499.1
XP_018571814.1	XP_023030224.1
XP_018571817.1	XP_023017446.1
XP_018571818.1	XP_023017502.1
XP_018571822.1	XP_023015495.1
XP_018571823.1	XP_023017440.1
XP_018571828.1	XP_023015524.1
XP_018571829.1	XP_023014252.1
XP_018571831.1	XP_023030204.1
XP_018571833.1	XP_023014852.1
XP_018571834.1	XP_023014853.1
XP_018571836.1	XP_023026585.1
XP_018571842.1	XP_023022844.1
XP_018571843.1	XP_023028592.1
XP_018571845.1	XP_023027941.1
XP_018571846.1	XP_023029960.1
XP_018571848.1	XP_023021221.1
XP_018571849.1	XP_023029179.1
XP_018571850.1	XP_023012720.1
XP_018571851.1	XP_023012730.1
XP_018571852.1	XP_023021772.1
XP_018571854.1	XP_023016269.1
XP_018571855.1	XP_023012732.1
XP_018571856.1	XP_023012721.1
XP_018571857.1	XP_023012723.1
XP_018571859.1	XP_023023910.1
XP_018571860.1	XP_023023909.1
XP_018571862.1	XP_023021404.1
XP_018571863.1	XP_023016777.1
XP_018571871.1	XP_023018548.1
XP_018571875.1	XP_023020845.1
XP_018571876.1	XP_023016944.1
XP_018571878.1	XP_023017466.1
XP_018571880.1	XP_023015767.1
XP_018571881.1	XP_023015769.1
XP_018571882.1	XP_023025198.1
XP_018571883.1	XP_023026435.1
XP_018571884.1	XP_023020843.1
XP_018571885.1	XP_023018484.1
XP_018571887.1	XP_023012850.1
XP_018571888.1	XP_023025973.1
XP_018571891.1	XP_023024123.1
XP_018571894.1	XP_023025565.1
XP_018571897.1	XP_023016858.1
XP_018571898.1	XP_023018286.1
XP_018571899.1	XP_023014066.1
XP_018571906.1	XP_023022010.1
XP_018571907.1	XP_023025213.1
XP_018571908.1	XP_023017500.1
XP_018571912.1	XP_023015301.1
XP_018571914.1	XP_023015298.1
XP_018571916.1	XP_023026228.1
XP_018571917.1	XP_023016554.1
XP_018571918.1	XP_023028936.1
XP_018571921.1	XP_023015442.1
XP_018571922.1	XP_023016528.1
XP_018571924.1	XP_023016551.1
XP_018571925.1	XP_023014773.1
XP_018571927.1	XP_023023562.1
XP_018571930.1	XP_023028157.1
XP_018571933.1	XP_023026225.1
XP_018571935.1	XP_023016529.1
XP_018571936.1	XP_023026229.1
XP_018571939.1	XP_023019255.1
XP_018571941.1	XP_023028942.1
XP_018571943.1	XP_023028980.1
XP_018571946.1	XP_023030085.1
XP_018571950.1	XP_023030091.1
XP_018571955.2	XP_023025748.1
XP_018571956.1	XP_023022450.1
XP_018571959.1	XP_023028185.1
XP_018571960.1	XP_023013483.1
XP_018571967.1	XP_023027509.1
XP_018571969.1	XP_023025680.1
XP_018571970.1	XP_023023677.1
XP_018571971.1	XP_023018227.1
XP_018571974.1	XP_023015520.1
XP_018571976.1	XP_023015491.1
XP_018571978.1	XP_023017711.1
XP_018571979.1	XP_023017712.1
XP_018571981.1	XP_023022831.1
XP_018571983.1	XP_023013276.1
XP_018571984.1	XP_023022833.1
XP_018571986.1	XP_023022835.1
XP_018571987.1	XP_023015935.1
XP_018571988.1	XP_023022836.1
XP_018571989.1	XP_023022832.1
XP_018571997.1	XP_023016910.1
XP_018572000.1	XP_023016986.1
XP_018572004.1	XP_023025125.1
XP_018572007.1	XP_023015289.1
XP_018572010.1	XP_023029304.1
XP_018572012.1	XP_023017120.1
XP_018572013.2	XP_023028985.1
XP_018572015.1	XP_023011946.1
XP_018572019.1	XP_023013096.1
XP_018572022.1	XP_023020413.1
XP_018572024.1	XP_023015636.1
XP_018572027.1	XP_023020812.1
XP_018572028.1	XP_023026959.1
XP_018572029.1	XP_023025661.1
XP_018572032.1	XP_023028571.1
XP_018572033.1	XP_023023244.1
XP_018572036.1	XP_023023112.1
XP_018572037.1	XP_023023108.1
XP_018572039.1	XP_023023106.1
XP_018572041.1	XP_023014239.1
XP_018572044.1	XP_023015856.1
XP_018572045.1	XP_023015854.1
XP_018572047.1	XP_023024755.1
XP_018572049.1	XP_023017017.1
XP_018572050.1	XP_023015346.1
XP_018572052.1	XP_023016997.1
XP_018572054.1	XP_023017062.1
XP_018572055.1	XP_023017049.1
XP_018572057.1	XP_023015291.1
XP_018572059.1	XP_023025775.1
XP_018572061.1	XP_023026927.1
XP_018572063.1	XP_023013648.1
XP_018572066.1	XP_023013904.1
XP_018572069.1	XP_023024989.1
XP_018572072.1	XP_023018658.1
XP_018572073.1	XP_023015003.1
XP_018572074.1	XP_023024760.1
XP_018572075.1	XP_023019432.1
XP_018572076.1	XP_023015005.1
XP_018572077.1	XP_023015247.1
XP_018572080.1	XP_023029122.1
XP_018572082.1	XP_023017463.1
XP_018572083.1	XP_023013554.1
XP_018572089.1	XP_023024702.1
XP_018572090.1	XP_023024952.1
XP_018572092.1	XP_023028357.1
XP_018572094.1	XP_023024722.1
XP_018572096.2	XP_023030080.1
XP_018572097.1	XP_023030076.1
XP_018572099.1	XP_023024650.1
XP_018572100.1	XP_023014535.1
XP_018572102.1	XP_023025450.1
XP_018572109.1	XP_023022177.1
XP_018572110.1	XP_023018294.1
XP_018572111.1	XP_023015178.1
XP_018572112.1	XP_023020041.1
XP_018572114.2	XP_023011966.1
XP_018572115.1	XP_023013217.1
XP_018572117.1	XP_023024948.1
XP_018572122.1	XP_023022075.1
XP_018572125.1	XP_023026763.1
XP_018572126.1	XP_023022207.1
XP_018572127.1	XP_023022200.1
XP_018572129.1	XP_023022148.1
XP_018572130.1	XP_023022164.1
XP_018572131.1	XP_023022230.1
XP_018572134.1	XP_023013797.1
XP_018572140.1	XP_023021521.1
XP_018572143.1	XP_023016719.1
XP_018572147.1	XP_023018164.1
XP_018572148.1	XP_023029597.1
XP_018572149.1	XP_023029589.1
XP_018572153.1	XP_023029594.1
XP_018572154.1	XP_023029595.1
XP_018572155.1	XP_023029590.1
XP_018572156.1	XP_023018753.1
XP_018572157.1	XP_023022529.1
XP_018572158.1	XP_023022527.1
XP_018572159.1	XP_023025217.1
XP_018572161.1	XP_023022523.1
XP_018572162.1	XP_023016019.1
XP_018572163.1	XP_023022531.1
XP_018572166.1	XP_023022525.1
XP_018572167.1	XP_023018757.1
XP_018572171.1	XP_023025218.1
XP_018572172.1	XP_023018754.1
XP_018572173.1	XP_023022521.1
XP_018572174.1	XP_023014244.1
XP_018572175.1	XP_023022526.1
XP_018572181.1	XP_023015955.1
XP_018572182.1	XP_023020283.1
XP_018572183.1	XP_023020284.1
XP_018572186.1	XP_023014245.1
XP_018572190.1	XP_023018328.1
XP_018572198.1	XP_023027680.1
XP_018572204.1	XP_023022984.1
XP_018572208.1	XP_023020054.1
XP_018572209.1	XP_023021206.1
XP_018572210.1	XP_023028088.1
XP_018572211.1	XP_023013924.1
XP_018572212.1	XP_023021202.1
XP_018572215.1	XP_023021204.1
XP_018572217.1	XP_023021203.1
XP_018572220.1	XP_023021201.1
XP_018572221.1	XP_023013138.1
XP_018572224.1	XP_023018588.1
XP_018572226.1	XP_023019296.1
XP_018572228.1	XP_023015256.1
XP_018572229.1	XP_023021286.1
XP_018572232.1	XP_023025120.1
XP_018572235.1	XP_023025524.1
XP_018572236.1	XP_023011950.1
XP_018572238.1	XP_023019456.1
XP_018572240.1	XP_023026983.1
XP_018572241.1	XP_023023564.1
XP_018572242.1	XP_023015909.1
XP_018572245.1	XP_023019295.1
XP_018572246.1	XP_023019288.1
XP_018572247.1	XP_023023024.1
XP_018572251.1	XP_023025346.1
XP_018572255.1	XP_023011951.1
XP_018572256.1	XP_023013295.1
XP_018572258.1	XP_023025343.1
XP_018572259.1	XP_023027334.1
XP_018572260.1	XP_023025344.1
XP_018572261.1	XP_023027332.1
XP_018572267.1	XP_023027119.1
XP_018572268.1	XP_023019758.1
XP_018572270.1	XP_023024695.1
XP_018572271.2	XP_023027044.1
XP_018572272.1	XP_023019751.1
XP_018572274.1	XP_023015332.1
XP_018572277.1	XP_023020572.1
XP_018572278.1	XP_023020568.1
XP_018572281.1	XP_023023818.1
XP_018572282.1	XP_023013124.1
XP_018572283.1	XP_023016298.1
XP_018572284.1	XP_023029453.1
XP_018572285.1	XP_023013127.1
XP_018572289.1	XP_023023981.1
XP_018572292.1	XP_023029454.1
XP_018572293.1	XP_023016198.1
XP_018572294.1	XP_023021287.1
XP_018572297.1	XP_023012492.1
XP_018572303.1	XP_023029872.1
XP_018572306.1	XP_023025528.1
XP_018572307.1	XP_023029456.1
XP_018572308.1	XP_023014347.1
XP_018572311.1	XP_023020875.1
XP_018572315.1	XP_023028712.1
XP_018572318.1	XP_023020901.1
XP_018572320.1	XP_023021471.1
XP_018572327.1	XP_023023539.1
XP_018572328.1	XP_023023529.1
XP_018572331.1	XP_023030290.1
XP_018572333.1	XP_023020919.1
XP_018572334.1	XP_023017265.1
XP_018572338.1	XP_023015810.1
XP_018572340.1	XP_023014543.1
XP_018572341.1	XP_023025202.1
XP_018572342.1	XP_023025395.1
XP_018572343.1	XP_023025396.1
XP_018572346.2	XP_023013057.1
XP_018572352.1	XP_023021597.1
XP_018572353.1	XP_023017261.1
XP_018572354.1	XP_023017262.1
XP_018572358.1	XP_023017266.1
XP_018572361.1	XP_023026677.1
XP_018572362.1	XP_023020652.1
XP_018572363.1	XP_023021768.1
XP_018572364.1	XP_023016024.1
XP_018572367.1	XP_023028576.1
XP_018572370.1	XP_023027193.1
XP_018572371.1	XP_023023256.1
XP_018572372.1	XP_023027192.1
XP_018572374.1	XP_023021264.1
XP_018572375.1	XP_023021260.1
XP_018572376.1	XP_023021182.1
XP_018572378.1	XP_023013060.1
XP_018572379.1	XP_023023071.1
XP_018572380.1	XP_023025652.1
XP_018572383.1	XP_023021267.1
XP_018572384.1	XP_023021271.1
XP_018572385.1	XP_023021272.1
XP_018572386.1	XP_023021268.1
XP_018572391.1	XP_023021263.1
XP_018572393.1	XP_023015342.1
XP_018572394.1	XP_023022325.1
XP_018572398.1	XP_023025653.1
XP_018572403.1	XP_023020805.1
XP_018572407.1	XP_023025654.1
XP_018572415.1	XP_023025655.1
XP_018572423.1	XP_023025656.1
XP_018572425.1	XP_023013053.1
XP_018572429.1	XP_023028711.1
XP_018572430.1	XP_023026993.1
XP_018572434.1	XP_023025338.1
XP_018572437.1	XP_023012106.1
XP_018572440.1	XP_023025657.1
XP_018572442.1	XP_023022261.1
XP_018572444.1	XP_023023557.1
XP_018572446.1	XP_023021333.1
XP_018572447.1	XP_023014062.1
XP_018572448.1	XP_023014063.1
XP_018572450.1	XP_023022260.1
XP_018572453.1	XP_023016226.1
XP_018572454.1	XP_023015995.1
XP_018572457.1	XP_023015994.1
XP_018572458.1	XP_023014720.1
XP_018572461.1	XP_023014713.1
XP_018572464.1	XP_023028957.1
XP_018572466.1	XP_023018232.1
XP_018572467.1	XP_023018234.1
XP_018572469.1	XP_023015988.1
XP_018572470.1	XP_023015989.1
XP_018572473.1	XP_023015991.1
XP_018572474.1	XP_023015993.1
XP_018572476.1	XP_023014723.1
XP_018572478.1	XP_023013336.1
XP_018572479.1	XP_023015999.1
XP_018572481.1	XP_023014719.1
XP_018572482.1	XP_023028956.1
XP_018572483.1	XP_023016225.1
XP_018572485.1	XP_023016080.1
XP_018572486.1	XP_023025167.1
XP_018572495.1	XP_023015344.1
XP_018572504.1	XP_023015354.1
XP_018572507.1	XP_023018745.1
XP_018572510.1	XP_023022533.1
XP_018572513.1	XP_023018746.1
XP_018572514.1	XP_023023922.1
XP_018572515.1	XP_023021119.1
XP_018572518.1	XP_023021120.1
XP_018572525.1	XP_023014247.1
XP_018572528.1	XP_023030278.1
XP_018572529.1	XP_023030279.1
XP_018572531.1	XP_023030280.1
XP_018572532.1	XP_023030281.1
XP_018572537.1	XP_023014248.1
XP_018572539.1	XP_023014225.1
XP_018572540.1	XP_023014236.1
XP_018572544.1	XP_023014135.1
XP_018572547.1	XP_023014144.1
XP_018572549.1	XP_023014253.1
XP_018572550.1	XP_023014277.1
XP_018572551.1	XP_023025428.1
XP_018572552.1	XP_023026446.1
XP_018572553.1	XP_023022699.1
XP_018572555.1	XP_023022700.1
XP_018572557.1	XP_023014009.1
XP_018572559.1	XP_023014011.1
XP_018572561.1	XP_023025430.1
XP_018572562.1	XP_023025427.1
XP_018572563.1	XP_023013999.1
XP_018572564.1	XP_023027174.1
XP_018572567.1	XP_023013987.1
XP_018572574.1	XP_023024237.1
XP_018572575.1	XP_023025098.1
XP_018572576.1	XP_023025101.1
XP_018572577.1	XP_023014015.1
XP_018572580.1	XP_023013992.1
XP_018572581.1	XP_023014010.1
XP_018572582.1	XP_023021977.1
XP_018572588.1	XP_023030123.1
XP_018572590.1	XP_023014395.1
XP_018572592.1	XP_023021548.1
XP_018572593.1	XP_023021550.1
XP_018572594.1	XP_023013886.1
XP_018572596.1	XP_023012960.1
XP_018572597.1	XP_023030027.1
XP_018572598.1	XP_023029483.1
XP_018572601.1	XP_023024621.1
XP_018572602.1	XP_023013871.1
XP_018572604.1	XP_023013568.1
XP_018572607.1	XP_023017600.1
XP_018572608.1	XP_023017586.1
XP_018572609.1	XP_023018290.1
XP_018572610.1	XP_023013884.1
XP_018572611.1	XP_023030493.1
XP_018572612.1	XP_023013888.1
XP_018572615.1	XP_023017461.1
XP_018572616.1	XP_023017692.1
XP_018572624.1	XP_023017592.1
XP_018572625.1	XP_023018542.1
XP_018572626.1	XP_023013897.1
XP_018572627.1	XP_023013881.1
XP_018572629.1	XP_023013883.1
XP_018572630.1	XP_023013882.1
XP_018572638.1	XP_023017565.1
XP_018572640.1	XP_023017573.1
XP_018572641.1	XP_023017568.1
XP_018572642.1	XP_023013889.1
XP_018572645.1	XP_023023779.1
XP_018572647.1	XP_023025764.1
XP_018572650.1	XP_023026751.1
XP_018572651.1	XP_023026752.1
XP_018572656.1	XP_023027376.1
XP_018572660.1	XP_023028400.1
XP_018572662.1	XP_023014012.1
XP_018572666.1	XP_023017587.1
XP_018572668.1	XP_023017575.1
XP_018572671.1	XP_023017576.1
XP_018572672.1	XP_023017578.1
XP_018572673.1	XP_023014611.1
XP_018572676.1	XP_023014038.1
XP_018572680.1	XP_023025852.1
XP_018572685.1	XP_023018025.1
XP_018572689.1	XP_023016392.1
XP_018572690.1	XP_023019750.1
XP_018572691.1	XP_023019756.1
XP_018572692.1	XP_023012190.1
XP_018572693.1	XP_023021352.1
XP_018572696.1	XP_023016393.1
XP_018572697.1	XP_023019757.1
XP_018572699.1	XP_023016391.1
XP_018572700.1	XP_023017032.1
XP_018572701.1	XP_023018203.1
XP_018572702.1	XP_023025404.1
XP_018572703.1	XP_023017462.1
XP_018572704.1	XP_023027052.1
XP_018572705.1	XP_023017039.1
XP_018572706.1	XP_023025405.1
XP_018572707.1	XP_023013103.1
XP_018572716.1	XP_023016284.1
XP_018572717.1	XP_023016283.1
XP_018572719.1	XP_023018205.1
XP_018572721.1	XP_023018233.1
XP_018572722.1	XP_023015323.1
XP_018572723.2	XP_023015324.1
XP_018572727.1	XP_023018200.1
XP_018572728.1	XP_023018199.1
XP_018572729.1	XP_023018202.1
XP_018572731.1	XP_023024432.1
XP_018572733.1	XP_023016295.1
XP_018572734.1	XP_023018295.1
XP_018572737.1	XP_023017729.1
XP_018572738.1	XP_023017121.1
XP_018572744.1	XP_023020411.1
XP_018572745.1	XP_023014159.1
XP_018572747.1	XP_023025006.1
XP_018572749.1	XP_023011762.1
XP_018572752.2	XP_023016452.1
XP_018572753.1	XP_023016448.1
XP_018572755.1	XP_023020414.1
XP_018572756.1	XP_023024039.1
XP_018572757.1	XP_023016453.1
XP_018572758.1	XP_023016451.1
XP_018572759.1	XP_023021265.1
XP_018572760.1	XP_023021223.1
XP_018572761.1	XP_023021241.1
XP_018572766.1	XP_023026170.1
XP_018572769.1	XP_023028937.1
XP_018572775.1	XP_023013088.1
XP_018572776.1	XP_023027075.1
XP_018572777.1	XP_023027384.1
XP_018572779.1	XP_023027383.1
XP_018572782.1	XP_023029316.1
XP_018572783.2	XP_023021903.1
XP_018572785.1	XP_023015388.1
XP_018572788.1	XP_023015389.1
XP_018572790.1	XP_023015390.1
XP_018572791.1	XP_023015391.1
XP_018572794.2	XP_023026876.1
XP_018572795.1	XP_023023195.1
XP_018572798.1	XP_023024646.1
XP_018572799.2	XP_023028230.1
XP_018572801.1	XP_023017936.1
XP_018572803.1	XP_023022953.1
XP_018572809.1	XP_023025288.1
XP_018572810.1	XP_023011948.1
XP_018572812.1	XP_023030052.1
XP_018572813.1	XP_023012047.1
XP_018572814.1	XP_023012034.1
XP_018572815.1	XP_023030053.1
XP_018572819.1	XP_023025424.1
XP_018572821.1	XP_023012035.1
XP_018572823.1	XP_023012036.1
XP_018572825.1	XP_023014238.1
XP_018572828.1	XP_023014709.1
XP_018572829.1	XP_023018959.1
XP_018572830.1	XP_023018947.1
XP_018572831.1	XP_023018910.1
XP_018572832.1	XP_023018894.1
XP_018572833.1	XP_023018917.1
XP_018572834.1	XP_023027325.1
XP_018572835.1	XP_023018228.1
XP_018572836.1	XP_023028545.1
XP_018572837.1	XP_023025181.1
XP_018572838.1	XP_023025508.1
XP_018572840.1	XP_023025388.1
XP_018572841.1	XP_023019642.1
XP_018572843.1	XP_023024020.1
XP_018572844.1	XP_023023441.1
XP_018572853.1	XP_023024108.1
XP_018572854.1	XP_023025510.1
XP_018572855.1	XP_023027846.1
XP_018572856.1	XP_023025511.1
XP_018572857.1	XP_023024115.1
XP_018572861.1	XP_023013126.1
XP_018572865.1	XP_023025392.1
XP_018572866.1	XP_023019638.1
XP_018572871.1	XP_023023442.1
XP_018572872.1	XP_023023445.1
XP_018572873.1	XP_023026232.1
XP_018572874.1	XP_023020103.1
XP_018572875.1	XP_023020102.1
XP_018572876.1	XP_023024960.1
XP_018572880.1	XP_023023900.1
XP_018572882.1	XP_023023917.1
XP_018572886.1	XP_023016672.1
XP_018572890.1	XP_023012489.1
XP_018572892.1	XP_023012490.1
XP_018572893.1	XP_023020866.1
XP_018572895.1	XP_023024422.1
XP_018572896.1	XP_023012487.1
XP_018572897.1	XP_023018742.1
XP_018572898.2	XP_023013158.1
XP_018572899.1	XP_023026298.1
XP_018572901.1	XP_023020865.1
XP_018572902.1	XP_023022871.1
XP_018572907.1	XP_023027479.1
XP_018572909.1	XP_023014705.1
XP_018572914.1	XP_023014707.1
XP_018572915.1	XP_023023954.1
XP_018572921.1	XP_023029433.1
XP_018572923.1	XP_023019545.1
XP_018572924.1	XP_023018734.1
XP_018572925.1	XP_023013027.1
XP_018572927.1	XP_023020867.1
XP_018572933.1	XP_023024423.1
XP_018572934.1	XP_023013036.1
XP_018572943.1	XP_023015437.1
XP_018572945.1	XP_023014241.1
XP_018572947.1	XP_023014522.1
XP_018572949.1	XP_023026504.1
XP_018572953.1	XP_023014242.1
XP_018572956.1	XP_023026560.1
XP_018572957.1	XP_023019026.1
XP_018572959.1	XP_023026515.1
XP_018572961.1	XP_023014243.1
XP_018572967.1	XP_023013207.1
XP_018572968.1	XP_023013208.1
XP_018572972.1	XP_023026658.1
XP_018572974.1	XP_023014233.1
XP_018572975.1	XP_023027935.1
XP_018572978.1	XP_023022233.1
XP_018572979.1	XP_023012205.1
XP_018572980.1	XP_023029809.1
XP_018572981.1	XP_023029813.1
XP_018572986.1	XP_023027639.1
XP_018572987.1	XP_023011651.1
XP_018572988.1	XP_023012207.1
XP_018572992.1	XP_023014229.1
XP_018572998.1	XP_023027838.1
XP_018572999.1	XP_023029551.1
XP_018573000.1	XP_023022921.1
XP_018573002.1	XP_023016163.1
XP_018573004.1	XP_023014209.1
XP_018573005.1	XP_023029472.1
XP_018573009.1	XP_023015672.1
XP_018573011.1	XP_023018288.1
XP_018573013.1	XP_023011996.1
XP_018573014.1	XP_023017727.1
XP_018573015.1	XP_023027915.1
XP_018573016.1	XP_023014206.1
XP_018573017.1	XP_023014208.1
XP_018573018.1	XP_023024619.1
XP_018573019.1	XP_023019027.1
XP_018573023.1	XP_023013399.1
XP_018573025.1	XP_023025886.1
XP_018573033.1	XP_023013133.1
XP_018573040.1	XP_023026097.1
XP_018573041.1	XP_023019189.1
XP_018573046.1	XP_023019085.1
XP_018573047.1	XP_023019086.1
XP_018573050.1	XP_023014023.1
XP_018573053.1	XP_023025881.1
XP_018573055.1	XP_023018204.1
XP_018573058.1	XP_023029565.1
XP_018573061.1	XP_023029555.1
XP_018573062.1	XP_023024081.1
XP_018573063.1	XP_023018285.1
XP_018573066.1	XP_023024480.1
XP_018573067.1	XP_023022216.1
XP_018573069.1	XP_023011646.1
XP_018573070.1	XP_023018909.1
XP_018573071.1	XP_023018908.1
XP_018573072.1	XP_023018911.1
XP_018573079.1	XP_023011647.1
XP_018573081.1	XP_023012620.1
XP_018573082.1	XP_023012622.1
XP_018573083.1	XP_023012621.1
XP_018573085.1	XP_023014309.1
XP_018573093.1	XP_023014291.1
XP_018573096.1	XP_023030437.1
XP_018573097.1	XP_023018242.1
XP_018573098.1	XP_023018128.1
XP_018573099.1	XP_023016073.1
XP_018573100.1	XP_023017700.1
XP_018573102.1	XP_023017810.1
XP_018573104.1	XP_023014293.1
XP_018573106.1	XP_023023177.1
XP_018573109.1	XP_023018094.1
XP_018573110.1	XP_023019055.1
XP_018573111.1	XP_023017876.1
XP_018573112.1	XP_023014292.1
XP_018573114.1	XP_023012577.1
XP_018573116.1	XP_023024823.1
XP_018573117.1	XP_023025734.1
XP_018573118.1	XP_023030069.1
XP_018573119.1	XP_023026304.1
XP_018573120.1	XP_023022405.1
XP_018573121.1	XP_023028079.1
XP_018573122.1	XP_023023891.1
XP_018573125.1	XP_023015539.1
XP_018573127.1	XP_023025625.1
XP_018573129.1	XP_023018998.1
XP_018573130.1	XP_023016635.1
XP_018573131.1	XP_023014286.1
XP_018573137.1	XP_023013769.1
XP_018573138.1	XP_023013771.1
XP_018573142.1	XP_023013780.1
XP_018573143.1	XP_023011644.1
XP_018573144.1	XP_023013778.1
XP_018573145.1	XP_023027834.1
XP_018573148.1	XP_023029314.1
XP_018573151.1	XP_023025758.1
XP_018573152.1	XP_023019004.1
XP_018573155.1	XP_023011696.1
XP_018573156.1	XP_023011650.1
XP_018573159.1	XP_023019005.1
XP_018573162.1	XP_023019006.1
XP_018573163.1	XP_023024102.1
XP_018573168.1	XP_023019176.1
XP_018573169.2	XP_023013519.1
XP_018573173.1	XP_023012321.1
XP_018573174.1	XP_023012320.1
XP_018573175.1	XP_023012315.1
XP_018573176.1	XP_023022463.1
XP_018573177.1	XP_023014298.1
XP_018573182.1	XP_023015782.1
XP_018573183.1	XP_023015571.1
XP_018573184.1	XP_023015457.1
XP_018573185.1	XP_023015680.1
XP_018573187.1	XP_023020598.1
XP_018573189.1	XP_023014311.1
XP_018573194.1	XP_023026739.1
XP_018573197.1	XP_023025601.1
XP_018573198.1	XP_023019805.1
XP_018573199.1	XP_023019806.1
XP_018573201.1	XP_023029646.1
XP_018573202.1	XP_023029634.1
XP_018573203.1	XP_023025669.1
XP_018573204.1	XP_023016171.1
XP_018573207.1	XP_023029426.1
XP_018573212.1	XP_023016034.1
XP_018573214.1	XP_023029423.1
XP_018573223.1	XP_023015295.1
XP_018573227.1	XP_023025771.1
XP_018573230.1	XP_023019903.1
XP_018573232.1	XP_023013215.1
XP_018573236.1	XP_023011979.1
XP_018573237.1	XP_023011492.1
XP_018573240.1	XP_023011502.1
XP_018573243.1	XP_023022922.1
XP_018573244.1	XP_023011498.1
XP_018573252.1	XP_023011494.1
XP_018573253.1	XP_023013384.1
XP_018573254.1	XP_023013385.1
XP_018573256.1	XP_023022332.1
XP_018573257.1	XP_023020402.1
XP_018573259.1	XP_023019749.1
XP_018573260.1	XP_023013379.1
XP_018573263.1	XP_023025097.1
XP_018573265.1	XP_023014312.1
XP_018573271.1	XP_023022869.1
XP_018573272.1	XP_023014927.1
XP_018573276.1	XP_023014313.1
XP_018573287.1	XP_023023125.1
XP_018573291.1	XP_023016143.1
XP_018573293.1	XP_023026549.1
XP_018573295.1	XP_023026503.1
XP_018573296.1	XP_023026501.1
XP_018573298.1	XP_023026536.1
XP_018573299.1	XP_023026513.1
XP_018573303.1	XP_023026566.1
XP_018573305.1	XP_023026568.1
XP_018573306.1	XP_023014314.1
XP_018573307.2	XP_023014854.1
XP_018573310.1	XP_023015461.1
XP_018573312.1	XP_023013517.1
XP_018573314.1	XP_023018036.1
XP_018573315.1	XP_023028916.1
XP_018573316.1	XP_023014316.1
XP_018573317.1	XP_023013516.1
XP_018573322.1	XP_023028922.1
XP_018573325.1	XP_023028232.1
XP_018573330.1	XP_023014766.1
XP_018573333.1	XP_023026654.1
XP_018573334.1	XP_023014776.1
XP_018573335.1	XP_023014778.1
XP_018573338.1	XP_023014779.1
XP_018573339.1	XP_023023265.1
XP_018573340.1	XP_023023294.1
XP_018573341.1	XP_023023317.1
XP_018573342.1	XP_023023200.1
XP_018573344.1	XP_023021988.1
XP_018573346.1	XP_023014237.1
XP_018573347.1	XP_023012865.1
XP_018573351.1	XP_023012105.1
XP_018573352.1	XP_023024073.1
XP_018573353.1	XP_023021516.1
XP_018573354.1	XP_023029940.1
XP_018573356.1	XP_023027690.1
XP_018573358.1	XP_023011586.1
XP_018573359.1	XP_023014234.1
XP_018573360.1	XP_023024075.1
XP_018573361.1	XP_023012079.1
XP_018573363.1	XP_023012077.1
XP_018573366.1	XP_023014288.1
XP_018573367.1	XP_023012095.1
XP_018573368.1	XP_023012097.1
XP_018573376.1	XP_023014718.1
XP_018573377.1	XP_023024076.1
XP_018573379.1	XP_023014307.1
XP_018573381.1	XP_023013221.1
XP_018573384.1	XP_023011574.1
XP_018573389.1	XP_023013182.1
XP_018573390.1	XP_023013296.1
XP_018573392.1	XP_023013302.1
XP_018573393.1	XP_023021991.1
XP_018573394.1	XP_023030136.1
XP_018573395.2	XP_023027731.1
XP_018573396.1	XP_023014296.1
XP_018573397.1	XP_023018630.1
XP_018573400.1	XP_023020367.1
XP_018573404.1	XP_023025969.1
XP_018573408.1	XP_023014290.1
XP_018573409.1	XP_023017096.1
XP_018573410.1	XP_023017098.1
XP_018573411.1	XP_023020433.1
XP_018573414.1	XP_023020435.1
XP_018573418.1	XP_023012308.1
XP_018573419.1	XP_023012376.1
XP_018573422.1	XP_023026108.1
XP_018573424.1	XP_023019929.1
XP_018573427.1	XP_023026296.1
XP_018573428.1	XP_023026297.1
XP_018573429.1	XP_023026253.1
XP_018573432.1	XP_023012309.1
XP_018573433.1	XP_023012310.1
XP_018573436.1	XP_023026254.1
XP_018573440.1	XP_023026295.1
XP_018573443.1	XP_023025411.1
XP_018573444.1	XP_023025412.1
XP_018573446.1	XP_023025413.1
